description,Degree,School,School2,Master_A_Etranger,Double_Diplome,Certificats,Job1,Company_job1,Job2,Company_job2,Job3,Company_job3,Company_job4,Stage1,Stage2,Stage3,Stage4,Stage5,Skills,Specialité,Entreprises,Entreprise_Ds,EntrepriseSpec
Actuellement j'occupe le poste de Chef de projet Financial Data Analyst chez le BIAT au sein du département contrôle de Gestion ALM.,Chef de projet Financial Data Analyst ( Dpt Contrôle de gestion ALM),Esprit,vide,vide,0.0,"Python Certification 
Analytics Vidhya  /  Data Science & Analytics Intro
IBM /  NVIDIA Deep Learning Certificate  
NVIDIA  ",Chef de projet Financial Data Analyst ( Dpt Contrôle de gestion ALM),BIAT,Business Intelligence Consultant,Fiverr · Freelance,vide,,,TopNet,Wakahaw,SCSI.tn,vide,vide,"Business Intelligence , Data Analysis , 
ETL Tools , Data Warehousing , Microsoft SQL Server , Oracle Database , SQL Server Integration Services (SSIS) , 
SQL Server Reporting Services (SSRS) , IBM Cognos , QlikView , Tableau , SAP BW ,SAP ERP, Microsoft Dynamics NAV , MySQL , PostgreSQL ,Hadoop ,
Extract, Transform, Load (ETL) , Talend , QlikSense , powerbi , DataStage , SAP HANA , Apache Spark",ERP-BI,"BIAT,Fiverr · Freelance,vide,vide",biatfiverr*freelancetopnetwakahaw,BIATFiverr*Freelance
vide,Ingénieur logiciel - Développeuse fullstack,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,Sagemcom,Talan,Faurecia,vide,vide,"Java , Framework Spring , Angular5 , 
Java Enterprise Edition , HTML , Php5 , JavaScript , CSS 
",TWIN,"vide,vide,vide,vide",sagemcomtalan,vide
vide,ingénieur informatique,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,OLA Energy,,vide,vide,vide,"PostgreSQL , Cloud Computing , aws , 
Virtualisation , Déploiement , Jenkins,  sonarqube ,  docker , kubernetes , prometheus , grafana , Vagrant , Elastic Stack (ELK)",ArcTIC,"vide,vide,vide,vide",olaenergy,vide
"Ingénieur en informatique spécialiste en genie logiciel avec une expérience pratique dans la conception,développement et intégration.",Ingénieur full stack C#/angular,Esprit,vide,vide,0.0,vide,Full-stack Developer,Focus Corporation,vide,,vide,,,Idlink Solutions,Bestway IT,vide,vide,vide,"ASP.NET MVC , 
ASP.NET AJAX , MySQL , 
 Java  , JavaScript , jQuery , FileNet ,SQL , 
AJAX ",Génie Logiciel,"Focus Corporation,vide,vide,vide",focuscorporationidlinksolutionsbestwayit,FocusCorporation
Passionate software engineer surfing into the Clouds.,Site Reliability Engineer,Esprit,vide,vide,0.0,"GitLab Certified Professional Services Engineer
GitLab / Harness Certified Technician for General Knowledge and Administration
 Harness / Splunk Core Certified Power User
Splunk  /  AWS Certified Solutions Architect – Associate
Amazon Web Services (AWS)",Site Reliability Engineer,Digital Architects Zurich,vide,,vide,,,Flyability,think tank Business Solutions,HR Revolution Middle-East Magazine,vide,vide," Linux ,Cloud Computing , DevOps , MySQL , JIRA , 
Cloud",ArcTIC,"Digital Architects Zurich,vide,vide,vide",digitalarchitectszurichflyabilitythinktankbusinesssolutions,DigitalArchitectsZurich
vide,vide,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
.,Full-Stack developer,Esprit,vide,vide,0.0,vide,Full-stack Developer,NearTeam,vide,,vide,,,Talan Tunisie,MEDIANET,C.I.B,vide,vide,"Développement web back-end , Java , Angular , J2EE , ASP.NET , Hibernate , ejb , ElasticSearch , ajax , PHP , HTML , MySQL , SQL , JavaScript , JPA ,
ASP.NET MVC ,Microsoft SQL Server ,Laravel ,Entity Framework , jQueryj , AJAX ,  Docker , OAuth , TypeScript , React.js
",Génie Logiciel,"NearTeam,vide,vide,vide",nearteamtalantunisiemedianet,NearTeam
"I graduated as engineer. During my studies at the private university ESPRIT, I worked in a Tunisian startup called hexastack for one year as a JS full-stack developer. I also had the opportunity to work on a project, as a freelancer, with a private company named CTA where I developed a desktop customer relationship management software. ",Full-stack Developer,Esprit,vide,vide,0.0,vide,Full-stack Developer,IndépendantIndépendant,vide,,vide,,,,,vide,vide,vide,"Développement de logiciels ,Développement web , Développement Android ,Node.js , MongoDB , JavaScript",Génie Logiciel,"IndépendantIndépendant,vide,vide,vide",independantindependant,IndependantIndependant
"Jeune diplômée en ingénierie Informatique de l'université sorbonne Paris Nord, je suis en pleine insertion professionnelle au sein de l'entreprise ManyMore.
 
Mon intérêt étant porté sur la programmation web et la data science et je peux allier ces deux domaines au sein de mon équipe actuelle.

De nature très motivée et entreprenante, je sais m'adapter aux défis pour mener à bien les missions qui me sont confiées.",Ingénieure informatique,Esprit,"
Polytechnique centrate de Tunis groupe Université Central",Université Paris 13,1.0,vide,Développeur web,Manymore,Développeur web,maestroPROJET,vide,,,,,vide,vide,vide,"Developpement Web (HTML, PHP, CSS, JS) , Java , PHP , HTML5 , Java EE , MySQL ,  
Feuilles de style en cascade (CSS) ,Framework Symfony
",TWIN,"Manymore,maestroPROJET,vide,vide",manymoremaestroprojet,ManymoremaestroPROJET
vide,Consultant BI,Esprit,vide,vide,0.0,"Analyzing and Visualizing Data with Microsoft Power BI Microsoft  /   Fundamentals of Deep Learning for Computer Vision
NVIDIA",Business Intelligence Consultant,Streamlink,Ingénieur BI,Groupe Magasin Général / Auchan,Consultant Bi,Cadres en Mission - Portage Salarial,,TUNISAIR HANDLING,ODDO BHF,vide,vide,vide,"
Extract, Transform, Load (ETL) , Microsoft Power BI , 
Big Data ,  Informatique décisionnelle , Analyse de données , Data Warehouse , Bi ,  Data Modeling , MySQL , SQL Server Integration Services (SSIS) , SQL Server Reporting Services (SSRS) , Microsoft SQL Server , Tableau , Python , SQL ,  Oarcle , PL/SQL , Talend , Tableaux de bord Excel , Cubes , Datamarts , MSBI , Data Analytics , SQL Server Analysis Services (SSAS) , DAX 

",ERP-BI,"Streamlink,Groupe Magasin Général / Auchan,Cadres en Mission - Portage Salarial,vide",streamlinkgroupemagasingeneralauchantunisairhandlingoddobhf,StreamlinkGroupeMagasinGeneralAuchan
"I am Adem Abdouli I was born on the 23th of Octobre 1995. I am a Tunisian ambitious Master Student at Deggendorf Institute Of Technologies in the field of Life science informatics. I am specialized in Business intelligence and Data Science after my first engineering degree in computer science. I really enjoyed the idea of combining my computer science skills with biology to help humanity, finding answers to existing biological mysteries as well as preventing emerging diseases. I am fluent in English and a French speaker too.",Data Engineering Intern,Esprit,vide,Hochschule Schmalkalden (allemagne ),1.0,"Introduction to Genomic Technologies
Johns Hopkins Hospital /  Learn SQL for Data Science Specialization / Machine Learning 
Stanford University  / Machine learning : Création de modèles avec Python sur SQL Server
LinkedIn /  AI Engineering Professional certificate From IBM",Data Engineering Intern,Fusionbase,vide,,vide,,,MS Solutions (Monetics Services Solutions),Exploring Tourism,Ecole Supérieure Privée d'Ingénierie et de Technologies - ESPRIT,vide,vide,"SQL , Java , JavaScript , Python , MongoDB  , MySQL ,  SQL Server Integration Services (SSIS) , SQL Server Reporting Services (SSRS) , Raspberry Pi , Apprentissage automatique , Microsoft SQL Server ,  Deep Learning , Machine learning , big data",Data Science,"Fusionbase,vide,vide,vide",fusionbasemssolutionsmoneticsservicessolutionsexploringtourism,Fusionbase
vide,Consultant BI,Esprit,vide,vide,0.0,"Power Platform Fundamentals
Microsoft",Consultant BI,EY,vide,,vide,,,VERMEG for Banking & Insurance Software,Sagemcom,Tunisie Télécom,vide,vide,"analyses des données , Microsoft SQL Server , SQL Server Reporting Services (SSRS) , SQL Server Integration Services (SSIS) , MySQL , PL/SQL , Linux , PowerBi , Gestion de projet , Big Data , ELK",ERP-BI,"EY,vide,vide,vide",eyvermegforbankinginsurancesoftwaresagemcom,EY
"Freshly graduated software engineer, I strive to acquire new skills and applying said skills in real impacting projects. My academic background allowed me to be comfortable in working with different stacks for both front end & backend development. I am Looking for entry level job in FullStack development.",vide,Esprit,vide,vide,0.0,"CCNA
Cisco",vide,,vide,,vide,,,Epilert,Delta Motors,ESPRIT (Ecole Supérieure Privée d'Ingénierie et de Technologies),vide,vide,"MySQL , CSS , Laravel , .Net , ASP.NET , SQL , PL/SQL , Oracle , Django , 
JSON Web Token (JWT) , Services web RESTFul , 
Développement web back-end , Développement web front-end , J2EE Web Services , Docker",Génie Logiciel,"vide,vide,vide,vide",epilertdeltamotors,vide
vide,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
..,Ingénieur électromécanique,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,Électromécanique,"vide,vide,vide,vide",,vide
vide,vide,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,EY,VERMEG for Banking & Insurance Software,TripTop,Ecole Supérieure Privée d'Ingénierie et de Technologies - ESPRIT,vide,"Développement de logiciels ,  Django  , Ajax , jQuery , Linux , MySQL, Ruby , RPA ,SQL Server Reporting Services (SSRS) , SQL Server Integration Services (SSIS) , Data warehouse , Big data , Talend , PowerBi ,ELK",ERP-BI,"vide,vide,vide,vide",eyvermegforbankinginsurancesoftware,vide
"Rigoureuse, sérieuse, passionnée et surtout très intéressée par tout ce qui touche au domaine de l'IT. Actuellement en stage chez Oodrive pour l'étude et la réalisation d'une application frontend de gestion de délégations.",Frontend Developer,Esprit,vide,vide,0.0,vide,Frontend Developer,CertEurope,Frontend Developer,Oodrive,vide,,,Oodrive,,vide,vide,vide,"Java , Gestion de projet , Angular , Keycloak , Microsoft Office ,  SQL , NoSQL , PL/SQL , ASP.NET , PHP ,HTML , CSS , JavaSCript , Symfony , JEE ,Swagger , 
OpenId Connect  ",TWIN,"CertEurope,Oodrive,vide,vide",certeuropeoodriveoodrive,CertEuropeOodrive
"Je travaille actuellement en collaboration avec Microsoft sur l'implémentation et le suivi de consommation sur les services Azure (WVD, Azure Lab Services, Moodle on AKS).",Ingénieur Support Technique,Esprit,vide,vide,0.0,"Microsoft Certified: Azure Fundamentals
Microsoft / Microsoft Certified: Azure Administrator Associate
Microsoft",Ingénieur Support Technique,RFC,vide,,vide,,,RFC,Focus Corporation,vide,vide,vide,"
kubernetes , 
Gestion de projet , Git , Docker ,AKS , 
Microsoft Azure 
",ArcTIC,"RFC,vide,vide,vide",rfcrfcfocuscorporation,RFC
vide,AI Software Engineer,Esprit,INSAT - Institut National des Sciences Appliquées et de Technologie,vide,0.0,"Python for Data Science
IBM / Fundamentals of Deep Learning for Computer Vision
NVIDIA",AI Software Engineer,AGENA3000,vide,,vide,,,AGENA3000,Mitakus analytics,INSTEADINSTEAD,vide,vide,"Python , R , Machine Learning , Computer Science , 
Statistical Data Analysis , Recherche ,  MySQL , Latex ,SQL , Deep Leaning , TensorFlow , Keras , Recurrent Neural Networks (RNN) , Long Short-term Memory (LSTM) , Convolutional Neural Networks (CNN) , OpenCV , Tesseract , Optical Character Recognition (OCR) , Linux , Big Data , Big Data Analytics , Apache Spark , Communication,  Hadoop , Hive , HiveQL , Apache Pig , Scala",Data Science,"AGENA3000,vide,vide,vide",analytics,vide
Software engineer.,Software Engineer,Esprit,vide,vide,0.0,vide,Software Engineer,Isardigital GmbH,vide,,vide,,,Start Development,Peek Square,vide,vide,vide,"JavaScript , Android , Flutter , Développement pour Android , Développement iOS ,  Architecture orientée services (SOA) , Gestion de projet , SQL , Linux , Oracle ,  CSS , Java , IOS , JEE , MySQL , PHP , HTML , jQuery , XML , Swift ,  Kotlin 
  ",Génie Logiciel,"Isardigital GmbH,vide,vide,vide",isardigitalgmbhstartdevelopmentpeeksquare,IsardigitalGmbH
vide,Data Scientist,Esprit,vide,Le Mans Université,1.0,"Fundamentals of Deep Learning for Computer Vision
NVIDIA",Data Scientist,Value,"Part-Time Data Science Instructor
",Go My Code,vide,,,Mitakus analytics,SIGMA Conseil,BIAT,vide,vide,"Python , R , Apprentissage automatique , Analyse de données , 
Intelligence artificielle , Analyses Big Data ,  
Modélisation , Statistiques , Deep Learning , Machine Learning ",Data Science,"Value,Go My Code,vide,vide",valuegomycodemitakusanalyticssigmaconseil,ValueGoMyCode
vide,Software Engineer,Esprit,IPEIN - Institut Préparatoire aux Études d'Ingénieur de Nabeul,Polytech Nice Sophia,1.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,"TypeScript , Test Automation , Web Development , 
Field-Programmable Gate Arrays (FPGA) , Software Development , Android Development , SQL ,  JavaScript , Java , PHP , MySQL ,  AJAX , jQuery , Unix , ASP.NET , Linux , PL/SQL , AngularJs , Jira ,J2EE , Raspberry Pi , Mobile Application Development , OpenCV ",Génie Logiciel,"vide,vide,vide,vide",,vide
"I'm an AI-Machine Learning & Deep Learning Enthusiast! Getting into the field of data science was a real game changer for me. It's so fascinating how simply combining intuition, creativity and playing with some data could give so many insights and visions about the Business. 
But what's even more exciting is getting a ride on this exponentially evolving field of AI where everyone is making research and trying to come up with new ideas! 
Nothing is more challenging for me than contributing even the slightest and having an impact on this field. This been said, I'm on my way trying to acquire as much knowledge and experience as I can!",Artificial Intelligence Engineer,Esprit,IPEIN - Institut Préparatoire aux Études d'Ingénieur de Nabeul,Le Mans Université,1.0,"Deep Learning Fundamentals for Computer Vision
NVIDIA",Artificial Intelligence Engineer,株式会社レボーン REVORN Co,Artificial Intelligence Instructor,Go My Code,vide,,,Mitakus analytics,"Société Tunisienne de Banque ""STB""​",vide,vide,vide,"Data Analysis , Machine Learning , Statistics , PL/SQL , SQL , R ,  PHP , 
Artificial Intelligence (AI) ,Deep Learning,  Business Intelligence (BI) , Big Data , 
Natural Language Processing (NLP) , Text Mining , 
Web Mining , Social Network Analysis , Python ,  Computer Vision

 ",Data Science,"株式会社レボーン REVORN Co,Go My Code,vide,vide",Zhu Shi Hui She rebonrevorncogomycodemitakusanalyticssocietetunisiennedebanquestb,Zhu Shi Hui She rebonREVORNCoGoMyCode
"Mohamed is a serial entrepreneur with extensive technical expertise, robust project & business management skills, embracing his leadership skills to enhance operations & heading up all aspects of the technological development, strategic direction, marketing process.",Entrepreneur | Consultant | Building the future of human interactivity,Esprit,vide,vide,0.0,"Enterprise Design Thinking Practitioner
IBM",Advisory Board Member,AIXR - The Academy of International Extended Reality,COO,GuestnHouse,Technical Director,REDLABXR,,,,vide,vide,vide,"Spatial computing , Software Development ,  
iOS Development , Marketing Strategy , Social Media Marketing , 
Unity3D ,  Virtual Reality (VR) , Augmented Reality (AR) , Mixed Reality , virtual production
 ",Génie Logiciel,"AIXR - The Academy of International Extended Reality,GuestnHouse,REDLABXR,vide",aixrtheacademyofinternationalextendedrealityguestnhouse,AIXRTheAcademyofInternationalExtendedRealityGuestnHouse
vide,Frontend Developer,Esprit,vide,vide,0.0,vide,Frontend Web Developer,Accenture Interactive,Full Stack Developer,ELECTROLUX,vide,,,LifeLink Monitoramento Pessoal,Discovery Informatique SA,vide,vide,vide,"ReactJS , Java , NodeJs , JavaScript , JavaEE , Django , Python , ASP.NET ,Angular , Android ,Ajax , PHP , HTML , jQuery ",Génie Logiciel,"Accenture Interactive,ELECTROLUX,vide,vide",accentureinteractiveelectroluxlifelinkmonitoramentopessoaldiscoveryinformatiquesa,AccentureInteractiveELECTROLUX
Développeur ReactJs/React Native,Développeur JavaScript,Esprit,vide,vide,0.0,vide,Développeur JavaScript,vystem.io,Alternant Développeur React,Start Development,vide,,,Succubus Interactive,DematPlus,Tunisie Télécom,vide,vide,"JavaScript , React.js , Node.js , React Native , IOS , Android , Java , C++ , C , C# , JavaEE , Swift , Unity , J2EE Web Services",Génie Logiciel,"vystem.io,Start Development,vide,vide",vystemiostartdevelopmentsuccubusinteractivedematplus,vystemioStartDevelopment
"De naturelle courageuse, ambitieuse, curieuse et sociale",Etudiante,Esprit,Tunisia Tech University (TTU),vide,0.0,"Graitec arche 
TEG Training & Engineering Group",vide,,vide,,vide,,,STUDI International,Direction Nationale de l'Urbanisme et de l'Habitat (DNUH),EBJ Sarl Bâtiment-VRD,vide,vide,"
Microsoft Office , Revit
AutoCAD , Piste , 
Graitec arche ",Génie Civil,"vide,vide,vide,vide",studiinternationaldirectionnationaledelurbanismeetdelhabitatdnuh,vide
vide,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
